JP Name,Global Name,Internal Name,ID,Filename,Hash Filename
ヤキソバ,,ob_7000_0076,40,object/map_object/ob_7000_0076.ice,
シャーベット,,ob_7000_0077,41,object/map_object/ob_7000_0077.ice,
屋台,,ob_7000_0078,42,object/map_object/ob_7000_0078.ice,
花火,,ob_7000_0079,43,object/map_object/ob_7000_0079.ice,
花火B,,ob_7000_0080,44,object/map_object/ob_7000_0080.ice,
ラッピー花火,,ob_7000_0081,45,object/map_object/ob_7000_0081.ice,
リリーパ花火,,ob_7000_0082,46,object/map_object/ob_7000_0082.ice,
ペンギン,,ob_7000_0083,47,object/map_object/ob_7000_0083.ice,
プルリ,,ob_7000_0084,48,object/map_object/ob_7000_0084.ice,
SEGAロゴ(Ob),,ob_7000_0085,49,object/map_object/ob_7000_0085.ice,
SEGAロゴB(Ob),,ob_7000_0086,50,object/map_object/ob_7000_0086.ice,
セガ・マークⅢ,,ob_7000_0087,51,object/map_object/ob_7000_0087.ice,
マスターシステム,,ob_7000_0088,52,object/map_object/ob_7000_0088.ice,
メガドライブ,,ob_7000_0089,53,object/map_object/ob_7000_0089.ice,
SEGA GENESIS,,ob_7000_0090,54,object/map_object/ob_7000_0090.ice,
セガサターン,,ob_7000_0091,55,object/map_object/ob_7000_0091.ice,
セガサターンNA,,ob_7000_0092,56,object/map_object/ob_7000_0092.ice,
ラージシャーベット,,ob_7000_0093,57,object/map_object/ob_7000_0093.ice,
トロピカル・ブルー,,ob_7000_0094,58,object/map_object/ob_7000_0094.ice,
カットスイカ,,ob_7000_0095,59,object/map_object/ob_7000_0095.ice,
プライベートプール,,ob_7000_0096,60,object/map_object/ob_7000_0096.ice,
メロンソーダ,,ob_7000_0097,61,object/map_object/ob_7000_0097.ice,
ジュースサーバー,,ob_7000_0098,62,object/map_object/ob_7000_0098.ice,
バウワウ,,ob_7000_0099,63,object/map_object/ob_7000_0099.ice,
クーン,,ob_7000_0100,64,object/map_object/ob_7000_0100.ice,
ノビルトリ,,ob_7000_0101,65,object/map_object/ob_7000_0101.ice,
マインタイマイ,,ob_7000_0102,66,object/map_object/ob_7000_0102.ice,
ラパントミニモ,,ob_7000_0104,68,object/map_object/ob_7000_0104.ice,
ツキミ・ラッピーぬいぐるみ,,ob_7000_0105,69,object/map_object/ob_7000_0105.ice,
ピクニックシート,,ob_7000_0106,70,object/map_object/ob_7000_0106.ice,
フルーツバスケット,,ob_7000_0107,71,object/map_object/ob_7000_0107.ice,
カ・ヤリブタ,,ob_7000_0108,72,object/map_object/ob_7000_0108.ice,
焚火,,ob_7000_0109,73,object/map_object/ob_7000_0109.ice,
バーベキューコンロ,,ob_7000_0110,74,object/map_object/ob_7000_0110.ice,
ア・マクチ,,ob_7000_0111,75,object/map_object/ob_7000_0111.ice,
ドームテント,,ob_7000_0112,76,object/map_object/ob_7000_0112.ice,
キャンプランタン,,ob_7000_0113,77,object/map_object/ob_7000_0113.ice,
バ・テリー,,ob_7000_0114,78,object/map_object/ob_7000_0114.ice,
ボ・エンキョ,,ob_7000_0115,79,object/map_object/ob_7000_0115.ice,
物干しラック,,ob_7000_0116,80,object/map_object/ob_7000_0116.ice,
スプリガン：ポスター(Ob),,ob_7000_0117,81,object/map_object/ob_7000_0117.ice,
スプリガン：ポスターB(Ob),,ob_7000_0118,82,object/map_object/ob_7000_0118.ice,
スプリガン：パネル(Ob),,ob_7000_0119,84,object/map_object/ob_7000_0119.ice,
スプリガン：パネルC(Ob),,ob_7000_0120,86,object/map_object/ob_7000_0120.ice,
スプリガン：パネルB(Ob),,ob_7000_0121,85,object/map_object/ob_7000_0121.ice,
スプリガン：パネルD(Ob),,ob_7000_0122,87,object/map_object/ob_7000_0122.ice,
カボチャの馬車風オブジェ,,ob_7000_0123,88,object/map_object/ob_7000_0123.ice,
セキュリティポール,,ob_7000_0124,89,object/map_object/ob_7000_0124.ice,
観客のペンライト,,ob_7000_0125,90,object/map_object/ob_7000_0125.ice,
フロアモニター,,ob_7000_0126,91,object/map_object/ob_7000_0126.ice,
矢印板,,ob_7000_0127,92,object/map_object/ob_7000_0127.ice,
警告標識,,ob_7000_0128,93,object/map_object/ob_7000_0128.ice,
ジャックランタン,,ob_7000_0129,94,object/map_object/ob_7000_0129.ice,
ジャックモビール,,ob_7000_0130,95,object/map_object/ob_7000_0130.ice,
ホーンテッドアート,,ob_7000_0131,96,object/map_object/ob_7000_0131.ice,
ホールケーキ,,ob_7000_0132,97,object/map_object/ob_7000_0132.ice,
ティーセット,,ob_7000_0133,98,object/map_object/ob_7000_0133.ice,
コウヨ・ウツリー,,ob_7000_0134,99,object/map_object/ob_7000_0134.ice,
パイプ椅子,,ob_7000_0135,100,object/map_object/ob_7000_0135.ice,
学校の教卓,,ob_7000_0136,101,object/map_object/ob_7000_0136.ice,
学校の椅子,,ob_7000_0137,102,object/map_object/ob_7000_0137.ice,
学校の机,,ob_7000_0138,103,object/map_object/ob_7000_0138.ice,
ホゥホゥ,,ob_7000_0139,104,object/map_object/ob_7000_0139.ice,
ラン：ティータイム,,ob_7000_0140,105,object/map_object/ob_7000_0140.ice,
ローソン壁面看板,,ob_7000_0141,106,object/map_object/ob_7000_0141.ice,
スプリガン：ポスターC(Ob),,ob_7000_0142,83,object/map_object/ob_7000_0142.ice,
スターオーナメント,,ob_7000_0143,107,object/map_object/ob_7000_0143.ice,
ギフトボックスセット,,ob_7000_0144,108,object/map_object/ob_7000_0144.ice,
イルミネーションボード,,ob_7000_0145,109,object/map_object/ob_7000_0145.ice,
ホリデーリース,,ob_7000_0146,110,object/map_object/ob_7000_0146.ice,
ブッシュドノエル,,ob_7000_0147,111,object/map_object/ob_7000_0147.ice,
ブラックラグーン：パネル,,ob_7000_0148,112,object/map_object/ob_7000_0148.ice,
カガミモチ,,ob_7000_0149,113,object/map_object/ob_7000_0149.ice,
カドマツ,,ob_7000_0150,114,object/map_object/ob_7000_0150.ice,
三段ユキダルマ,,ob_7000_0151,115,object/map_object/ob_7000_0151.ice,
ユキダルマ,,ob_7000_0152,116,object/map_object/ob_7000_0152.ice,
カマクラ,,ob_7000_0153,117,object/map_object/ob_7000_0153.ice,
灯籠,,ob_7000_0154,118,object/map_object/ob_7000_0154.ice,
ミカン,,ob_7000_0155,119,object/map_object/ob_7000_0155.ice,
おせちセット,,ob_7000_0156,120,object/map_object/ob_7000_0156.ice,
『七つの大罪』：パネル,,ob_7000_0157,121,object/map_object/ob_7000_0157.ice,
『七つの大罪』：パネルB,,ob_7000_0158,122,object/map_object/ob_7000_0158.ice,
『七つの大罪』：パネルD,,ob_7000_0159,124,object/map_object/ob_7000_0159.ice,
『七つの大罪』：パネルC,,ob_7000_0160,123,object/map_object/ob_7000_0160.ice,
『七つの大罪』：パネルE,,ob_7000_0161,125,object/map_object/ob_7000_0161.ice,
『七つの大罪』：パネルF,,ob_7000_0162,126,object/map_object/ob_7000_0162.ice,
『七つの大罪』：パネルG,,ob_7000_0163,127,object/map_object/ob_7000_0163.ice,
『七つの大罪』：パネルH,,ob_7000_0164,128,object/map_object/ob_7000_0164.ice,
たっぷり魚介のパエリア,,ob_7000_0168,130,object/map_object/ob_7000_0168.ice,
マノンパネル,,ob_7000_0169,131,object/map_object/ob_7000_0169.ice,
アイスフラワー(Ob),,ob_7000_0165,165,object/map_object/ob_7000_0165.ice,
ラディアンピラー(Ob),,ob_7000_0166,166,object/map_object/ob_7000_0166.ice,
ウェルカムアーチ(Ob),,ob_7000_0167,167,object/map_object/ob_7000_0167.ice,
緋村剣心パネル,,ob_7000_0170,136,object/map_object/ob_7000_0170.ice,
神谷薫パネル,,ob_7000_0171,137,object/map_object/ob_7000_0171.ice,
明神弥彦パネル,,ob_7000_0172,138,object/map_object/ob_7000_0172.ice,
相楽左之助パネル,,ob_7000_0173,139,object/map_object/ob_7000_0173.ice,
四乃森蒼紫パネル,,ob_7000_0174,141,object/map_object/ob_7000_0174.ice,
ルナールージュ,,ob_7000_0175,144,object/map_object/ob_7000_0175.ice,
ルナールブラン,,ob_7000_0176,145,object/map_object/ob_7000_0176.ice,
オニポッポ,,ob_7000_0177,146,object/map_object/ob_7000_0177.ice,
ウスイロペンギン,,ob_7000_0178,147,object/map_object/ob_7000_0178.ice,
チョコのショートケーキ,,ob_7000_0179,148,object/map_object/ob_7000_0179.ice,
エウロ：アンティークテーブル,,ob_7000_0180,149,object/map_object/ob_7000_0180.ice,
エウロ：アンティークチェア,,ob_7000_0181,150,object/map_object/ob_7000_0181.ice,
にじさんじ：パネル,,ob_7000_0182,151,object/map_object/ob_7000_0182.ice,
にじさんじ：パネルB,,ob_7000_0183,152,object/map_object/ob_7000_0183.ice,
にじさんじ：パネルC,,ob_7000_0184,153,object/map_object/ob_7000_0184.ice,
にじさんじ：パネルD,,ob_7000_0185,154,object/map_object/ob_7000_0185.ice,
ゴローニャ,,ob_7000_0186,155,object/map_object/ob_7000_0186.ice,
いちごのショートケーキ,,ob_7000_0187,156,object/map_object/ob_7000_0187.ice,
ベリベリーパイ,,ob_7000_0188,157,object/map_object/ob_7000_0188.ice,
アイナパネル,,ob_7000_0191,158,object/map_object/ob_7000_0191.ice,
ハトスケ,,ob_7000_0192,159,object/map_object/ob_7000_0192.ice,
ファンシーラビット,,ob_7000_0193,160,object/map_object/ob_7000_0193.ice,
ファンシーティーカップ,,ob_7000_0194,161,object/map_object/ob_7000_0194.ice,
フラワーガーデン,,ob_7000_0195,163,object/map_object/ob_7000_0195.ice,
ＮＧＳ×『七つの大罪』(Ob),,ob_7000_0196,135,object/map_object/ob_7000_0196.ice,
高荷恵パネル,,ob_7000_0197,140,object/map_object/ob_7000_0197.ice,
斎藤一パネル,,ob_7000_0198,142,object/map_object/ob_7000_0198.ice,
るろうに剣心×ＮＧＳポスター,,ob_7000_0199,143,object/map_object/ob_7000_0199.ice,
ファンシーラッピーケーキ,,ob_7000_0200,162,object/map_object/ob_7000_0200.ice,
桜の盆栽(Ob),,ob_7000_0201,164,object/map_object/ob_7000_0201.ice,
ナイトクラブテーブル(Ob),,ob_7000_0202,168,object/map_object/ob_7000_0202.ice,
ナイトクラブソファ(Ob),,ob_7000_0203,169,object/map_object/ob_7000_0203.ice,
ナイトクラブカウンター(Ob),,ob_7000_0204,170,object/map_object/ob_7000_0204.ice,
ジャンボピザ(Ob),,ob_7000_0205,171,object/map_object/ob_7000_0205.ice,
オールドパフェ(Ob),,ob_7000_0206,172,object/map_object/ob_7000_0206.ice,
ライザパネル(Ob),,ob_7000_0207,173,object/map_object/ob_7000_0207.ice,
フィーのフィギュア(Ob),,ob_7000_0208,174,object/map_object/ob_7000_0208.ice,
ぷに(Ob),,ob_7000_0209,175,object/map_object/ob_7000_0209.ice,
妖精さんのフィギュア(Ob),,ob_7000_0210,176,object/map_object/ob_7000_0210.ice,
超・星譚祭記念ポスター(Ob),,ob_7000_0211,177,object/map_object/ob_7000_0211.ice,
ビンテージティーポット(Ob),,ob_7000_0212,178,object/map_object/ob_7000_0212.ice,
ビンテージティーカップ(Ob),,ob_7000_0213,179,object/map_object/ob_7000_0213.ice,
水たまりマット(Ob),,ob_7000_0214,180,object/map_object/ob_7000_0214.ice,
ファンシーバスケット(Ob),,ob_7000_0215,181,object/map_object/ob_7000_0215.ice,
ファンシーベア(Ob),,ob_7000_0216,182,object/map_object/ob_7000_0216.ice,
ルルーシュアクスタ(Ob),,ob_7000_0217,183,object/map_object/ob_7000_0217.ice,
スザクアクスタ(Ob),,ob_7000_0218,184,object/map_object/ob_7000_0218.ice,
C.C.アクスタ(Ob),,ob_7000_0219,185,object/map_object/ob_7000_0219.ice,
カレンアクスタ(Ob),,ob_7000_0220,186,object/map_object/ob_7000_0220.ice,
リゾートロングチェア(Ob),,ob_7000_0221,187,object/map_object/ob_7000_0221.ice,
リゾートチェア(Ob),,ob_7000_0222,188,object/map_object/ob_7000_0222.ice,
ヤシの実ドリンク(Ob),,ob_7000_0223,189,object/map_object/ob_7000_0223.ice,
リゾートフルーツ(Ob),,ob_7000_0224,190,object/map_object/ob_7000_0224.ice,
コーラフロート(Ob),,ob_7000_0225,191,object/map_object/ob_7000_0225.ice,
パームツリー(Ob),,ob_7000_0226,192,object/map_object/ob_7000_0226.ice,
欄干(Ob),,ob_7000_0227,194,object/map_object/ob_7000_0227.ice,
かき氷(Ob),,ob_7000_0228,195,object/map_object/ob_7000_0228.ice,
リゾートサーフボード(Ob),,ob_7000_0229,196,object/map_object/ob_7000_0229.ice,
ソンブリーラヴェラーノ(Ob),,ob_7000_0230,197,object/map_object/ob_7000_0230.ice,
エレガントアート(Ob),,ob_7000_0231,198,object/map_object/ob_7000_0231.ice,
エレガントタペストリー(Ob),,ob_7000_0232,199,object/map_object/ob_7000_0232.ice,
ファウンテン(Ob),,ob_7000_0233,200,object/map_object/ob_7000_0233.ice,
おふろラッピー(Ob),,ob_7000_0234,201,object/map_object/ob_7000_0234.ice,
ドラム缶風呂(Ob),,ob_7000_0235,202,object/map_object/ob_7000_0235.ice,
お風呂セット(Ob),,ob_7000_0236,203,object/map_object/ob_7000_0236.ice,
フォーチュンクリスタル(Ob),,ob_7000_0237,204,object/map_object/ob_7000_0237.ice,
プリズナーケージオブジェ(Ob),,ob_7000_0238,205,object/map_object/ob_7000_0238.ice,
メランコリードール(Ob),,ob_7000_0239,206,object/map_object/ob_7000_0239.ice,
トレジャーボックス(Ob),,ob_7000_0240,207,object/map_object/ob_7000_0240.ice,
サンラクアクスタ(Ob),,ob_7000_0241,208,object/map_object/ob_7000_0241.ice,
サイガ-0アクスタ(Ob),,ob_7000_0242,209,object/map_object/ob_7000_0242.ice,
ペンシルゴンアクスタ(Ob),,ob_7000_0243,210,object/map_object/ob_7000_0243.ice,
オイカッツォアクスタ(Ob),,ob_7000_0244,211,object/map_object/ob_7000_0244.ice,
エムルのフィギュア(Ob),,ob_7000_0245,212,object/map_object/ob_7000_0245.ice,
怪獣８号アクスタ(Ob),,ob_7000_0246,218,object/map_object/ob_7000_0246.ice,
日比野カフカアクスタ(Ob),,ob_7000_0247,213,object/map_object/ob_7000_0247.ice,
市川レノアクスタ(Ob),,ob_7000_0248,214,object/map_object/ob_7000_0248.ice,
四ノ宮キコルアクスタ(Ob),,ob_7000_0249,215,object/map_object/ob_7000_0249.ice,
亜白ミナアクスタ(Ob),,ob_7000_0250,216,object/map_object/ob_7000_0250.ice,
保科宗四郎アクスタ(Ob),,ob_7000_0251,217,object/map_object/ob_7000_0251.ice,
祭り提灯(Ob),,ob_7000_0252,193,object/map_object/ob_7000_0252.ice,
怪獣８号：ポスター(Ob),,ob_7000_0253,219,object/map_object/ob_7000_0253.ice,
ラインパウダー(Ob),,ob_7000_0254,220,object/map_object/ob_7000_0254.ice,
学校のベンチ(Ob),,ob_7000_0255,221,object/map_object/ob_7000_0255.ice,
会議用テーブル(Ob),,ob_7000_0256,222,object/map_object/ob_7000_0256.ice,
パンプキンキャット(Ob),,ob_7000_0257,223,object/map_object/ob_7000_0257.ice,
エレガントキャンドル(Ob),,ob_7000_0258,224,object/map_object/ob_7000_0258.ice,
エレガントチェア(Ob),,ob_7000_0259,225,object/map_object/ob_7000_0259.ice,
エレガントテーブル(Ob),,ob_7000_0260,226,object/map_object/ob_7000_0260.ice,
ホリデイポスター(Ob),,ob_7000_0261,227,object/map_object/ob_7000_0261.ice,
ホリデーギフト(Ob),,ob_7000_0262,228,object/map_object/ob_7000_0262.ice,
シュトーレン(Ob),,ob_7000_0263,229,object/map_object/ob_7000_0263.ice,
丸焼きチキン(Ob),,ob_7000_0264,230,object/map_object/ob_7000_0264.ice,
ノートPC(Ob),,ob_7000_0265,231,object/map_object/ob_7000_0265.ice,
スクールバッグ(Ob),,ob_7000_0266,232,object/map_object/ob_7000_0266.ice,
学校の給食(Ob),,ob_7000_0267,233,object/map_object/ob_7000_0267.ice,
和風ポスター(Ob),,ob_7000_0268,234,object/map_object/ob_7000_0268.ice,
丸型ストーブ(Ob),,ob_7000_0269,235,object/map_object/ob_7000_0269.ice,
寿司下駄(Ob),,ob_7000_0270,236,object/map_object/ob_7000_0270.ice,
ヨセナベ(Ob),,ob_7000_0271,237,object/map_object/ob_7000_0271.ice,
プレ・プレ・ボッカス(Ob),,ob_7000_0272,238,object/map_object/ob_7000_0272.ice,
ハッポウドリンク(Ob),,ob_7000_0273,239,object/map_object/ob_7000_0273.ice,
アークスレトロボトル(Ob),,ob_7000_0274,240,object/map_object/ob_7000_0274.ice,
キラキラポスター(Ob),,ob_7000_0275,241,object/map_object/ob_7000_0275.ice,
ティーカッププードルぬいぐるみ(Ob),,ob_7000_0276,242,object/map_object/ob_7000_0276.ice,
リゾートパンケーキ(Ob),,ob_7000_0277,243,object/map_object/ob_7000_0277.ice,
リゾートプレート(Ob),,ob_7000_0278,244,object/map_object/ob_7000_0278.ice,
ミャム(Ob),,ob_7000_0279,245,object/map_object/ob_7000_0279.ice,
ゴーカ・キャットタワー(Ob),,ob_7000_0280,246,object/map_object/ob_7000_0280.ice,
コタツ(Ob),,ob_7000_0281,247,object/map_object/ob_7000_0281.ice,
ナイトクラブフェンス標準型(Ob),,ob_7000_0282,248,object/map_object/ob_7000_0282.ice,
ナイトクラブボード(Ob),,ob_7000_0283,249,object/map_object/ob_7000_0283.ice,
ナイトクラブPAデスク(Ob),,ob_7000_0284,250,object/map_object/ob_7000_0284.ice,
レトロオブジェ(Ob),,ob_7000_0285,251,object/map_object/ob_7000_0285.ice,
レトロランプ(Ob),,ob_7000_0286,252,object/map_object/ob_7000_0286.ice,
ミステリアスポット(Ob),,ob_7000_0287,253,object/map_object/ob_7000_0287.ice,
ロックポスター(Ob),,ob_7000_0299,265,object/map_object/ob_7000_0299.ice,
上向き矢印(Pa),,ob_7100_0005,5,object/map_object/ob_7100_0005.ice,
下向き矢印(Pa),,ob_7100_0006,6,object/map_object/ob_7100_0006.ice,
左向き矢印(Pa),,ob_7100_0007,7,object/map_object/ob_7100_0007.ice,
右向き矢印(Pa),,ob_7100_0008,8,object/map_object/ob_7100_0008.ice,
数字『0』(Pa),,ob_7100_0039,10027,object/map_object/ob_7100_0039.ice,
数字『1』(Pa),,ob_7100_0040,10028,object/map_object/ob_7100_0040.ice,
数字『2』(Pa),,ob_7100_0041,10029,object/map_object/ob_7100_0041.ice,
数字『3』(Pa),,ob_7100_0042,10030,object/map_object/ob_7100_0042.ice,
数字『4』(Pa),,ob_7100_0043,10031,object/map_object/ob_7100_0043.ice,
数字『5』(Pa),,ob_7100_0044,10032,object/map_object/ob_7100_0044.ice,
数字『6』(Pa),,ob_7100_0045,10033,object/map_object/ob_7100_0045.ice,
数字『7』(Pa),,ob_7100_0046,10034,object/map_object/ob_7100_0046.ice,
数字『8』(Pa),,ob_7100_0047,10035,object/map_object/ob_7100_0047.ice,
数字『9』(Pa),,ob_7100_0048,10036,object/map_object/ob_7100_0048.ice,
『NGS』ver.2ロゴ(Pa),,ob_7100_0049,19,object/map_object/ob_7100_0049.ice,
ラッピー：ご機嫌,,ob_7100_0050,20,object/map_object/ob_7100_0050.ice,
エンペ・ラッピー：すりすり,,ob_7100_0051,21,object/map_object/ob_7100_0051.ice,
ラッピー：ダウン,,ob_7100_0052,22,object/map_object/ob_7100_0052.ice,
ムーニィ＆サニィ：ハート,,ob_7100_0053,23,object/map_object/ob_7100_0053.ice,
マトイ：元気？,,ob_7100_0054,24,object/map_object/ob_7100_0054.ice,
ラッピー：すやすや,,ob_7100_0055,25,object/map_object/ob_7100_0055.ice,
マロン：怒り,,ob_7100_0056,26,object/map_object/ob_7100_0056.ice,
ヒツギ：OK！,,ob_7100_0057,27,object/map_object/ob_7100_0057.ice,
ヒツギ：うらやましい,,ob_7100_0058,28,object/map_object/ob_7100_0058.ice,
リリーパ：眠たい,,ob_7100_0059,29,object/map_object/ob_7100_0059.ice,
『PSO2』11周年(Pa),,ob_7100_0060,30,object/map_object/ob_7100_0060.ice,
円形(Pa),,ob_7100_0061,13,object/map_object/ob_7100_0061.ice,
大円形(Pa),,ob_7100_0062,14,object/map_object/ob_7100_0062.ice,
正方形(Pa),,ob_7100_0063,15,object/map_object/ob_7100_0063.ice,
大正方形(Pa),,ob_7100_0064,16,object/map_object/ob_7100_0064.ice,
正三角形(Pa),,ob_7100_0065,17,object/map_object/ob_7100_0065.ice,
大正三角形(Pa),,ob_7100_0066,18,object/map_object/ob_7100_0066.ice,
異世界おじさん：パネル(Pa),,ob_7100_0067,31,object/map_object/ob_7100_0067.ice,
異世界おじさん：パネルB(Pa),,ob_7100_0068,32,object/map_object/ob_7100_0068.ice,
異世界おじさん：パネルC(Pa),,ob_7100_0069,33,object/map_object/ob_7100_0069.ice,
異世界おじさん：魔法陣(Pa),,ob_7100_0070,34,object/map_object/ob_7100_0070.ice,
グラフィティ(Pa),,ob_7100_0071,35,object/map_object/ob_7100_0071.ice,
グラフィティB(Pa),,ob_7100_0072,36,object/map_object/ob_7100_0072.ice,
グラフィティC(Pa),,ob_7100_0073,37,object/map_object/ob_7100_0073.ice,
ラッピー＆ムーニィ：お月見,,ob_7100_0074,38,object/map_object/ob_7100_0074.ice,
ラッピー：逃げる,,ob_7100_0075,39,object/map_object/ob_7100_0075.ice,
レアドロップ（ドンキ×NGS）(Pa),,ob_7100_0078,42,object/map_object/ob_7100_0078.ice,
富士急×ＮＧＳ(Pa),,ob_7100_0079,43,object/map_object/ob_7100_0079.ice,
富士急ハイランドロゴ(Pa),,ob_7100_0080,44,object/map_object/ob_7100_0080.ice,
スプリガン：ポスター(Pa),,ob_7100_0081,45,object/map_object/ob_7100_0081.ice,
スプリガン：ポスターB(Pa),,ob_7100_0082,46,object/map_object/ob_7100_0082.ice,
スプリガン：ロゴ(Pa),,ob_7100_0083,48,object/map_object/ob_7100_0083.ice,
レッドカーペット(Pa),,ob_7100_0084,49,object/map_object/ob_7100_0084.ice,
学校の教壇(Pa),,ob_7100_0085,50,object/map_object/ob_7100_0085.ice,
アイナ＆マノン：CDジャケット(Pa),,ob_7100_0086,51,object/map_object/ob_7100_0086.ice,
スプリガン：ポスターC(Pa),,ob_7100_0087,47,object/map_object/ob_7100_0087.ice,
富士急×ＮＧＳロゴ(Pa),,ob_7100_0088,52,object/map_object/ob_7100_0088.ice,
FUJIYAMAロゴ(Pa),,ob_7100_0089,53,object/map_object/ob_7100_0089.ice,
せんとらるっ！：ロゴ(Pa),,ob_7100_0090,54,object/map_object/ob_7100_0090.ice,
ブラックラグーン：ロゴ(Pa),,ob_7100_0091,56,object/map_object/ob_7100_0091.ice,
ブラックラグーン：ロゴB(Pa),,ob_7100_0092,57,object/map_object/ob_7100_0092.ice,
石畳(Pa),,ob_7100_0093,58,object/map_object/ob_7100_0093.ice,
『七つの大罪』：〈憤怒〉(Pa),,ob_7100_0094,59,object/map_object/ob_7100_0094.ice,
『七つの大罪』：〈強欲〉(Pa),,ob_7100_0095,61,object/map_object/ob_7100_0095.ice,
『七つの大罪』：〈嫉妬〉(Pa),,ob_7100_0096,60,object/map_object/ob_7100_0096.ice,
『七つの大罪』：〈怠惰〉(Pa),,ob_7100_0097,62,object/map_object/ob_7100_0097.ice,
『七つの大罪』：〈色欲〉(Pa),,ob_7100_0098,63,object/map_object/ob_7100_0098.ice,
『七つの大罪』：〈暴食〉(Pa),,ob_7100_0099,64,object/map_object/ob_7100_0099.ice,
『七つの大罪』：〈傲慢〉(Pa),,ob_7100_0100,65,object/map_object/ob_7100_0100.ice,
『七つの大罪』：ロゴ(Pa),,ob_7100_0101,66,object/map_object/ob_7100_0101.ice,
『七つの大罪』：ロゴNA(Pa),,ob_7100_0102,67,object/map_object/ob_7100_0102.ice,
衝撃痕(Pa),,ob_7100_0103,68,object/map_object/ob_7100_0103.ice,
陥没穴(Pa),,ob_7100_0104,69,object/map_object/ob_7100_0104.ice,
マノンポスター(Pa),,ob_7100_0105,70,object/map_object/ob_7100_0105.ice,
アイナポスター(Pa),,ob_7100_0106,71,object/map_object/ob_7100_0106.ice,
るろうに剣心：ロゴ(Pa),,ob_7100_0107,72,object/map_object/ob_7100_0107.ice,
エウロ：円形石畳(Pa),,ob_7100_0108,74,object/map_object/ob_7100_0108.ice,
直線レール(Pa),,ob_7100_0109,75,object/map_object/ob_7100_0109.ice,
曲線レール(Pa),,ob_7100_0110,76,object/map_object/ob_7100_0110.ice,
ドリッピングアート(Pa),,ob_7100_0111,77,object/map_object/ob_7100_0111.ice,
ドリッピングアートB(Pa),,ob_7100_0112,78,object/map_object/ob_7100_0112.ice,
せんとらるっ！：ロゴNA(Pa),,ob_7100_0113,55,object/map_object/ob_7100_0113.ice,
