JP Name,EN Name,id,Human Hash,Classic Cast Hash,Classic Caseal Hash,.fig Hash,Substitute Motions are in win32reboot, unlike most NGS player files. The first two characters of each filename are the folder name
ミニグライダー2EX,Mini Glider 2 EX,068,7a\3c817a83bb8d46ac3d5290cc559edf,50\844b4904fdd4eb8665b63ba5078af3,64\256b14ee5126347397881e646a4eaa,aa\a6233d9f29a7bda374df6d372f63b9
優雅EX,Elegance EX,069,16\9d261dab3444edd5142e9eed0fe14a,29\b6339c0645816eb13efce3f17a318a,de\0123e985290ebb3259d5117423180c,f1\10c56fc4e42b57361978ebd2495d7e
彗星,Comet,070,56\54ecb52726de273de10a08fad79a1f,2e\e0b6e0083ec870be3aa45afca5b903,d9\308633d493d2058afba1b3851802f6,74\3035b9eab63a80fe148b584b9fd2d2
彗星EX,Comet EX,071,4b\3e1fc0ec38d182455d1629ee9ee114,23\aa629a68a345a6f9ea59209a8d884f,63\f7cf191a823bd7f01854b96e6dd0fe,a8\3a9c5b87b71014276dc4bb60c6efd5
ラッピー/C,Rappy/C,072,91\81e17d727c6958df4712113eb7c76a,09\a5dc46f573a65767f1b3516d8ebc6e,e8\6186810cd9c4fcc9cfb003f37b1e96,20\9e4fe2af15400e9eb4f8adfcdf261e
ヘリコプター/C,Helicopter/C,073,fb\f9e934796bf909d648f1bf89dd7ac5,f4\2cf45b4ea1c0002f846464f83b5605,65\aa3c9d1130738038e80e9aadd9c503,8c\a9a480534637d582fcfd652d9032a9
ミニグライダー/B,Mini Glider/B,074,13\c4b76858e16cb66854278013bbccaa,68\9bcb7ea53fd0529ced716c3f8313fc,f8\b523190b8c70e3dc0735637c961258,00\61854ca08668132a2216390be0b32f
防御姿勢/B,Defensive/B,075,0f\8cc161da34cbab2c7b63e0009d526f,46\3423af8cd995a3fb3780a87671b4f1,bb\fe14e463e49a5b39ba4d64aec4dea7,b2\e3b40c669f91c1eb7e5a67954f2c51
箒に乗るEX,Witch Chair EX,076,3d\571b505ad888d60b45038d5bc9763d,60\372bb69658d8590c4a87b20b8ba97a,a1\4b7a9bcbca6c5fa44d02816fc587ce,46\7156689f5dd5af30a11e1136a94b83
プロペラエンジンEX,Propeller Engine EX,077,1c\55dec6babe40b3a4258ae22085ccbb,db\d298daf0651aa04ba166417332339b,a2\e8926502f78b2eb107f056eac23ef5,8c\7d8942ad8c4c9bbd11f57fd61a35c7
スカイグラインドEX,Air Grinding EX,078,01\cb499ae5cd248c6b5d554a772c0ad0,97\133359ba53297dc917022a0a3642b7,4e\653efcc5e1c587b5382ec78bca706b,06\4ee5d59b5bfd7ad3596070f08d9a34
[Unnamed 79],,079,4d\869250365f19589371134d1281a11a,16\fd1bdad9971ad39eb48fcde1cd341b,ad\f31d4993648d135fbee20fe05407d7,56\8c166c9f0441d34cf723c0e00dafaa
ラッピーバルーン,Rappy Balloon,080,34\5460083df58fc823b1493b0822d96d,8d\3e2f12a6ace5cab0094ff7b343242c,c7\9eacd609cdcece8f26307e2b6361d9,ad\f17c7322be83030b9e329e84c1c79c
コウモリ,Bat,081,a8\9f7870077a5ea98b48463bc31186d2,5b\ceb7ca8da0980d39b65d2e83151168,a9\fd4979f4f1f041d768ff520e8e329e,85\627104bc25f61a45a1e009e9b35b93
Rマグミニモ/B,R Mag Minimo/B,082,74\b75304850d3cdcbe9c366d6824bf7c,74\87ff7b9423036a24d451bad4766a42,07\ed8c708880952ce09e6d1b1cc04fb2,3d\48a51e92ace34737b4a911a4271456
翼を広げる/Ｃ,Wings Spread/C,083,f1\57040fabe3de94f703f81048ef6949,9b\4096100403a8f8d27f96f707110954,a6\98dc48b707920e7497fa72a7f25a16,b5\ea3f7bfbdd16d4089abb7e198d694a
エアボード/B,Airboard/B,084,16\9eaf2ab5d9f5aa2ee6d8f756e859de,be\ae721745b67cb837976a3a8ff0b35c,67\2158067fafc417c1c0eb64557f5068,10\6e96c09b66df06cf37ac3cadfb1269
ラッピーバルーンEX,Rappy Balloon EX,085,d1\676ec6c4cf5661897c3a4dcd3299f1,29\2a44c1e084e74ec4a35031534e8638,f2\373963ecb1ba08ef95d82d4201367e,49\51c7eb90d610e1d8cf0b9787219f8f
コウモリEX,Bat EX,086,8e\90deb8b254798e97401046ea25cbd0,1b\d6dc9e1b9b96c6130ff5fb578394b6,61\6584b06797d1e9be3dd2b272425fe3,e9\f86479b4841559467f7b13d6049532
エアロダンスEX,Aero Dance EX,087,b9\9c8728a7f1aac394d64b07eba1b27f,22\9ce35701c9ca86cb11f6035741bc46,15\661a6dfa23c4178964c8107943c88d,4b\2694f258915248572e4e6515ca5181
[Unnamed 88],,088,a4\89ab2cd2e5cc91174c3e9902e7bf6c,95\c8f0a01cb6800875bffd68ef0cf3ef,c2\15632d503c2453aad4bb7965964dc0,d0\e0d7f6c9bcb9866f6dd623c4f5b7e0
ふわふわ/B,Buoyant/B,089,3b\b96f86bef179bc31dd2a0f87f48f10,84\b5ff612b877c6155b0b04bb4d39ffe,01\6791fd7a8603b456643ba6a6b80b67,ba\64a12a1a53dd15350750c80dc377c7
エアファイター,Air Fighter,090,93\6ebb5a3145b9017966458f4ea29cd8,8a\bc577f0f36ffa665ae0802af234a03,c3\3981b785990dccaf91a6610641bc17,7d\868d4a50ba98175de641a3323f268f
魔法の絨毯,Magic Carpet,091,13\9a8fd8c39c91cc9b5d00dedb56a2a4,69\a43192c1b8489ea06d345575b808f2,13\463f3fadfe3b2db0cc4a9d46faeb51,4d\7438476ef13a7ec62a7e02e8fe7bd4
エアファイターEX,Air Fighter EX,092,4f\230ca8279721a6d47cf886d151b498,99\bc845c2e8b391e2549d95ac14bfc5b,ad\7a92a48e5c6e8d3e8f09e88c18769f,52\59d7056e8a0cce5c85a4da4339e017
魔法の絨毯EX,Magic Carpet EX,093,84\134465fdcefe77b093fe0ce3971766,dc\c6dc7be2d7888c642f8f1e3b825210,8f\8032822b7dbe6b11c9312e076e942d,63\715b8e94be9cc6b51f83a357d740bc
宙を泳ぐ,Swimming Through Space,094,60\978c99de22603fea300eadb7d8b4d2,9e\548f45619438e20c74c039d9756dad,5a\4de5f852ecc325cbf70e0a126628d7,13\f630062dcc703a026a8bc1c67616ef
ドローンに乗る,Riding a Drone,095,e0\5fb2db71889b8061672f8ec843f938,90\1c7fee237b9181ee77d5e31cbef87c,58\847e9047d4720d1e85059c3066b3c7,1d\e08eb660f188d4247ed6eb181edb2b
スライドダッシュ,Slide Dash,096,98\3ad8feae506e9d07cf3d864fa9dd24,34\18066a8a478b2ab04ed270cfc15a23,f9\09560e68f7c6ad8be8114b6c094ed7,77\03383d5216c69d7705f9728aa33a48
防御姿勢/C,Defensive/C,097,5a\e2f93bab444d86b5f3fba87cd9336c,9f\166bab4fe8a023f6245a636f2afbdd,f5\4b921e14b4b14d5bad5e8fb394418e,53\632498cb5f12e230860b946e465abc
宙を泳ぐEX,Swimming Through Space EX,098,1d\291569c5ee87b9f08393a4325a3015,1c\977541980c8e398b8d67e5926a5d06,06\c2e560b7c3a868e0d7b7b664701d3c,a5\14949779f05b3ae48e9c780c8936fb
光翼EX,Angelic EX,099,dc\57101ec2d930f58d03c8752526a928,33\0c098d23207801d3d84d4efed6f9d6,b0\cf820848fd0e0e03d7f4e66f5cd901,d8\373cacfc92145ce7ee5a42821a884a
ドローンに乗るEX,Riding a Drone EX,100,1b\35e1962169fe1bdeedb3163cc1d576,5e\5ced0788ae1887bf85f9a684066738,be\65fdcac6bcfeeb488eb82e6b6e56e9,02\4d115ecebfde92c874ca7eb59a66f2
スライドダッシュEX,Slide Dash EX,101,0c\b45132120728c3b8d2543b3e68c95a,ae\1eb146ae803f5ca99510d73cd0aae1,5a\6fe80decea08f0a3a699e83abec358,a6\eba23a469273f08e70d2bd102a3af5
闇魂EX,Dark Mage EX,102,05\e4e0b3b5386ef63ceb11b15c904620,90\b1e6eec693c61de45c230b5042d26d,9d\09ccf0fa2b2dc383502a447b8545d2,d1\7d5559b16900d75b00ff7b7dda13c4
[Unnamed 103],,103,0a\d4dd112636c49dfaa9fb18f649e1fd,59\77db00eb57e59c9a9891a49f7dbf18,39\36dc4cb63566830b15d778cb295c9d,c4\34d12f27348d82521653369e4a5df0
レッグホイール,Leg Wheels,104,1b\a1b17f961d59b1db99348a8c773979,a4\cc99099fa3fb98e46a594e1b9c0cd9,d1\958b9af10baacb628b1d17bf92ee77,d2\72f6d3ecae58036924b67999368b5f
ゆらゆら,Graceful,105,a3\f24ccf5e6d71208c65da198bed0c20,38\51e52570616494c86e97799f01008e,a9\33b56c437969177b1f85263cf314b3,9d\5e5030853a88483c2fb0843c432112
[Unnamed 106],,106,c5\0d3c12ef6972712e5964924e72bb26,73\373b8aa0351d161e77474091b83f83,54\0b3bd7d9c74d7a2016f0a324585d3a,8d\54218fc52fb0ca1dcd03778461a8ab
レッグホイールEX,Leg Wheels EX,107,3e\ffb672713237163e2e6b5e32d850a3,af\577b94ca6dc6e6693384b92bbf7a56,ac\7e73aa4da7a7cf18f720003d9dbe2a,ca\fbaf92c23bf3cd0ed04000a3724f36
ゆらゆらEX,Graceful EX,108,a2\565b295ac4e5d65c8c460dfb16c9a2,0b\f02bf94e0b6c954345ca3911eb2ce7,91\2c0f0bec96f549660a54eab2e9dc1a,0d\c717a8dccedbfb90b79aad4cb62364
傘をさす/B,Umbrella/B,109,d8\59b0dcc4b36f442466181fb01f960c,ac\9e2a8ef617e0e862ca05331d01e0e3,5e\954a66fefcb3513ea41775f581e935,54\f086ccf1923b5ef421429a79e975a6
星に乗る,Star Riding,110,63\d1b5a1619c4d84a76f0c72b956e660,08\ecd206a9dd67d0bca86701868faadc,c8\d84cc2bc28260e2e0c5d1b949453e8,46\9a2bf1dd951b7886fb393898bbdc08
星に乗るEX,Star Riding EX,111,4a\800ee73c1bb7325ef29106e8a532de,bd\bbe42cd9189f02e841114b0e38b456,74\9074199c6fa8b54e0357180e13b655,e2\1b736736e6d51b1439aa2594537386
ペンギン,Penguin,112,7d\58da402a64c544f0a2bf1a455e4d63,17\0c26e280ef550f2933594334adb6a3,32\685eb060ad471079809dc710a57490,7f\a14c42c5857e03e2b2ebc25d3dec66
ペンギンEX,Penguin EX,113,9f\96010945f79788604a47a4a1b2c121,9b\7c32e0f0f5b9b480417f2cebc4270d,d5\5fa962a587f77d0770ba2c60683230,d8\54b2ab580fefe402c82739d3409370
紙飛行機,Paper Plane,114,13\f423e2530f1335415f7783edcc6cc0,2b\81425dd0c06cda14f63b7b466eba23,07\2350421cec5413eb9c84896758b18c,00\a466e6d9e736512fd9f8d19474bc5f
紙飛行機EX,Paper Plane EX,115,69\8ed700517b94d3d95a0d900cf1fb25,3b\da04ac9a69968b79bae0b6b8140249,37\4e30d98293a2f0a8909466fc1d232c,53\010a823fc42630215dd2f8ab6f6835
サイキックボール,Psychic Ball,116,8d\884188a2f8e6d1c7876ecce0849a2e,16\719a1a5c331a6e7f84923f2c4fa98b,7a\fd72c513e29efad479565fedd6b3a3,37\30a64a3390e71863bb7deb43346f6c
サイキックボールEX,Psychic Ball EX,117,7c\8b1f0ffdd31b0729289644a7793852,eb\8c7af368accece9ac8095527a1b904,50\27240ee51d89dd26ae7275ffa6e023,b8\d86c45ac00d4ab13534fe13ad8e723
雲に乗る/B,Cloud Riding/B,118,d0\e59958271dc296167ce007ec5aa320,77\68067d74711593c84032dfd93ac16a,0c\c31cfcd0390539c50399c99385a98e,c3\9876f38e9103d9b002c401cb42532f
帯電/B,Charged/B,119,18\b552eab8949654edea10346159419a,37\069621b72b68ad07f7d8aa62712a5b,bd\da37bbf770a24e336ad806860d58bc,b8\8d3b52fb704a43b3e82447454a2682
ラブリー,Lovely,120,82\f70747d743668d081a4b2b39304d7f,5a\58cd99962795e16078e7388ea3335a,aa\9a0856b4374a4e23a217b03a15f45f,76\e9085f87c8b50441f8c4ffcd64072c
ラブリーEX,Lovely EX,121,74\e050c8b26e0e7d90cef202fbb71534,9f\cc789efa8ecd9bcab6ed59b597088e,e5\d48cfce30d6614ede8ea78f71f8e95,c8\9c63c53feaea6079dfcb9333b1895e
[Unnamed 122],,122,6f\131cd4be3ed60b80db8a3a7d8d425f,ef\07732fa72d591d5085de5da791e146,57\f336ca4e440846bddedf023088fb7a,e9\f270ec4ea3d98d459a7d8af7b3dfeb
ファルファッラ,Farfalla,123,32\164a874b8085a8b76dfc9924fd740c,63\3961412568ec354fa86cac3b0ab1c2,21\92a280910e447b9a2fac35bcffcaa0,2e\d2c1b3d70656d2353eba3af6a78867
ファルファッラEX,Farfalla EX,124,4a\203c93179f1ba7b431a0bc894c94e8,cd\8f400fade8c37be88cec3fecabb852,02\7443493bdf48f498fe683a85711186,af\a9b3a87c90a7969c9f0f141f7a2d65
おじさんの魔法,Uncle's Spell,125,d3\9cf684c9d41f5c9fb6772e97e3a2f9,4f\13e65bd19a9abc4b0b4cd7d22908c2,bb\53cb7b2cabfd685a9028017554a6b4,ff\184aa0da026678d1f358d029e5f459
ファンサービス,Fan Service,126,db\3a8563975574920c750b0384f14f36,f4\553800a3b820730ce1abfcf703e811,ee\7a96fbcbb1d2fd3ceb499929e9b8a4,68\3cb685d3b41f6d2c484071a5a37a82
ワーキングロボット/B,Robot at Work/B,127,31\598406e11704e174fb335bcbb053d4,2b\c7dedfec4b91ab478d2264bd93b5aa,8e\7cca93105c7148165a5bc4fc3a242d,4f\46600712ec3ca35c63a7b45fb2520b
チョッパー/B,Chopper/B,128,02\f821e854f1e36b156d0f6cda69192c,87\a1743f890f7bb7f571e84e0d6c3676,0c\5cd9208b467f7177cb290d91c8b7f3,0a\c3bad0c1f79537c04e9cc8b4113a23
FAガールエアバイク,F.A. Girl Air Bike,129,9c\58df9eb42f19fafb07a74c78d55da6,c2\988870903840163b414ea027ee3dcf,2a\8d4f15bdb3f4327f9804cbead4ef6e,75\a863b7b96829f938553753f8976a30
火炎/B,Fire Mage/B,130,cf\1ed7363871fa4ab234e04eaba9619f,ec\c4c3fbde8d122f0358de67eedcadac,4e\b59ee57cf9a31b303a27b86d971423,e5\c8038f86bad2cee723001015d2e2e3
マジェスティウィング,Majestic Wings,131,dc\ee134ac3fb3c15741d46fe567ffdab,75\be50f277df745b146f3e64a7b56f2c,f5\87a4c102f4a36124192fd6733fe7fb,be\10449e56dff6f8b4553c65b2860bf5
