JP Name,Global Name,Internal Name,ID,LOD1 Filename,LOD1 Hash,LOD2 Filename,LOD2 Hash,LOD3 Filename,LOD3 Hash,Common Filename,Common Hash
汎用コンテナ,Generic Container (Ob),ob_7000_0042,6,object/map_object/ob_7000_0042_l1.ice,d5\0d94243ee7edefffb049b381622dc8,object/map_object/ob_7000_0042_l2.ice,7e\2a41d996f361b038e832fcaf269e59,object/map_object/ob_7000_0042_l3.ice,d9\a1c86ac7feae966568c2b6c758fd66,object/map_object/ob_7000_0042_com.ice,25\c7694cf9282952b52266b4ca9cd5bb
汎用コンテナB,Generic Container B (Ob),ob_7000_0043,7,object/map_object/ob_7000_0043_l1.ice,30\a080fea967345600ed1d2097111aa4,object/map_object/ob_7000_0043_l2.ice,93\9407f53f65892de763b0963cde67fa,object/map_object/ob_7000_0043_l3.ice,a9\eedf347ab8ad4f5ef54e303c8ca6eb,object/map_object/ob_7000_0043_com.ice,c9\7ec8daa8f02f6cb733e3fe869cb90c
ポスター掲示板,Poster Display Board (Ob),ob_7000_0044,8,object/map_object/ob_7000_0044_l1.ice,fe\abb653f895a582fcb68791f2c21fff,object/map_object/ob_7000_0044_l2.ice,,object/map_object/ob_7000_0044_l3.ice,,object/map_object/ob_7000_0044_com.ice,b4\b0385122c6305b26ec558e9d043a04
ラッピーミニドール,Rappy Figurine (Ob),ob_7000_0045,9,object/map_object/ob_7000_0045_l1.ice,78\8ae81b656aa8a67529b5eafb468796,object/map_object/ob_7000_0045_l2.ice,,object/map_object/ob_7000_0045_l3.ice,,object/map_object/ob_7000_0045_com.ice,5d\d1012e717b18c6a3b80ccbe445bf71
ミャーン,Myow (Ob),ob_7000_0047,11,object/map_object/ob_7000_0047_l1.ice,38\732a659cb8b083356fb385b5922c0b,object/map_object/ob_7000_0047_l2.ice,,object/map_object/ob_7000_0047_l3.ice,,object/map_object/ob_7000_0047_com.ice,d3\a0c16bd258f147d38d85f9cd4805e1
ラッピーぬいぐるみ,Rappy Plush (Ob),ob_7000_0048,12,object/map_object/ob_7000_0048_l1.ice,d0\ef9b5a61196112ec535e870b3c8180,object/map_object/ob_7000_0048_l2.ice,de\844f6ecf54cbd9576b8e0311d54fee,object/map_object/ob_7000_0048_l3.ice,44\ce955390ef5df2efceacfc6128239d,object/map_object/ob_7000_0048_com.ice,9b\29301a109b3e24ac8144bb9714a1b6
ウエディングケーキ,Bridal Confection (Ob),ob_7000_0049,13,object/map_object/ob_7000_0049_l1.ice,a2\c8145d2f7dc5454974ed092f906bf7,object/map_object/ob_7000_0049_l2.ice,,object/map_object/ob_7000_0049_l3.ice,,object/map_object/ob_7000_0049_com.ice,65\5e7af53a6e49497f3b3833bf62cc56
ナーゴ,Purr (Ob),ob_7000_0050,14,object/map_object/ob_7000_0050_l1.ice,42\cb0fc96b7c0f0228a6f0ba3ccb1a5b,object/map_object/ob_7000_0050_l2.ice,,object/map_object/ob_7000_0050_l3.ice,,object/map_object/ob_7000_0050_com.ice,79\9913ff393c2da6c5f0a75efcfebaf8
ビッグスター,Big Star (Ob),ob_7000_0051,15,object/map_object/ob_7000_0051_l1.ice,47\101d60e7ad9d2f5b20f5b328296e7b,object/map_object/ob_7000_0051_l2.ice,,object/map_object/ob_7000_0051_l3.ice,,object/map_object/ob_7000_0051_com.ice,2c\60f19f0f62d36d61bd88543baa43de
ビッグクレセント,Big Crescent (Ob),ob_7000_0052,16,object/map_object/ob_7000_0052_l1.ice,84\88650259b74dd40ccf4aad9f9fadfc,object/map_object/ob_7000_0052_l2.ice,,object/map_object/ob_7000_0052_l3.ice,,object/map_object/ob_7000_0052_com.ice,ab\8d75dfd32a118933105839799bd3ad
ササ・ツリー,Bamboo Tree (Ob),ob_7000_0053,17,object/map_object/ob_7000_0053_l1.ice,39\a1df752568e372fa1ca8e47deb5f88,object/map_object/ob_7000_0053_l2.ice,,object/map_object/ob_7000_0053_l3.ice,,object/map_object/ob_7000_0053_com.ice,2e\b471db882bbbf129d6dc1fc965a7cd
障子,Shoji Screen (Ob),ob_7000_0054,18,object/map_object/ob_7000_0054_l1.ice,2f\07a02b72c63b92c8d25313d1705677,object/map_object/ob_7000_0054_l2.ice,,object/map_object/ob_7000_0054_l3.ice,,object/map_object/ob_7000_0054_com.ice,b3\844058cd5813c61f099340aaa25974
貝殻ベッド,Shell Bed (Ob),ob_7000_0055,19,object/map_object/ob_7000_0055_l1.ice,21\d981482093b150dc24fa31cb869898,object/map_object/ob_7000_0055_l2.ice,,object/map_object/ob_7000_0055_l3.ice,,object/map_object/ob_7000_0055_com.ice,b0\b9e1834c6fb6ce5bda9171c7d1919b
『PSO2』11周年(Ob),PSO2 11th Anniversary (Ob),ob_7000_0056,20,object/map_object/ob_7000_0056_l1.ice,fd\68264ba8b6d0b327e563d495849d98,object/map_object/ob_7000_0056_l2.ice,,object/map_object/ob_7000_0056_l3.ice,,object/map_object/ob_7000_0056_com.ice,d0\13fba6f8c0ee559984e2315a12560a
ラッピーライト,Rappy Lamp (Ob),ob_7000_0057,21,object/map_object/ob_7000_0057_l1.ice,ec\71ca0dcdbb35e317e2015485d9413e,object/map_object/ob_7000_0057_l2.ice,,object/map_object/ob_7000_0057_l3.ice,,object/map_object/ob_7000_0057_com.ice,80\db763254a8eb5465fb917c503aef80
リリーパライト,Lillipan Lamp (Ob),ob_7000_0058,22,object/map_object/ob_7000_0058_l1.ice,14\22188e60d41d1018ad247742bc76f6,object/map_object/ob_7000_0058_l2.ice,,object/map_object/ob_7000_0058_l3.ice,,object/map_object/ob_7000_0058_com.ice,89\6fbcb60cbd83f380316b2df6c9e22b
メロン,Melon (Ob),ob_7000_0059,23,object/map_object/ob_7000_0059_l1.ice,69\14321f61bd38afd5810bb05c1baf86,object/map_object/ob_7000_0059_l2.ice,,object/map_object/ob_7000_0059_l3.ice,,object/map_object/ob_7000_0059_com.ice,4c\74e464a5fe5e9fd8dd6344e4592646
マロン,Marron (Ob),ob_7000_0060,24,object/map_object/ob_7000_0060_l1.ice,cb\e943ca15859123634efe21fafc6219,object/map_object/ob_7000_0060_l2.ice,,object/map_object/ob_7000_0060_l3.ice,,object/map_object/ob_7000_0060_com.ice,bb\7827dd43855d952a734bd2669b50e4
砂城,Sand Castle (Ob),ob_7000_0066,30,object/map_object/ob_7000_0066_l1.ice,f5\2175853bdd0da690191346fe6960d8,object/map_object/ob_7000_0066_l2.ice,,object/map_object/ob_7000_0066_l3.ice,,object/map_object/ob_7000_0066_com.ice,48\8b772f02132cad082d882020034b60
砂山,Sand Mountain (Ob),ob_7000_0067,31,object/map_object/ob_7000_0067_l1.ice,6c\26760ce603760c02e1009236ecfa86,object/map_object/ob_7000_0067_l2.ice,,object/map_object/ob_7000_0067_l3.ice,,object/map_object/ob_7000_0067_com.ice,0b\42acf5f2c7ed8eb1f16e5e211129f1
グリーンパラソル,Green Parasol (Ob),ob_7000_0068,32,object/map_object/ob_7000_0068_l1.ice,f6\2b4d79b36bed8f8a6d8ffd2624b7cd,object/map_object/ob_7000_0068_l2.ice,,object/map_object/ob_7000_0068_l3.ice,,object/map_object/ob_7000_0068_com.ice,00\ffc970030c5f52f9c6f259c1b7d0e3
オレンジパラソル,Orange Parasol (Ob),ob_7000_0069,33,object/map_object/ob_7000_0069_l1.ice,fa\749b207662b6630e05fb6f2f4b4461,object/map_object/ob_7000_0069_l2.ice,,object/map_object/ob_7000_0069_l3.ice,,object/map_object/ob_7000_0069_com.ice,e3\e9a318ed753373fc175f561a5d0ad5
ゴーカ：パラソル,Fancy - Parasol (Ob),ob_7000_0070,34,object/map_object/ob_7000_0070_l1.ice,e4\0100daede7ba1cd9433b7d88a65f9d,object/map_object/ob_7000_0070_l2.ice,cc\e0bca491870674dbfcef444ef30a0d,object/map_object/ob_7000_0070_l3.ice,4f\89a79c6c4a63739f4c330347725a99,object/map_object/ob_7000_0070_com.ice,22\75fd8f2203bf13db2a0ad41268de4c
バナナボート,Banana Boat (Ob),ob_7000_0071,35,object/map_object/ob_7000_0071_l1.ice,44\b5ec7f11c24bebfb7ccc5c14c9c63e,object/map_object/ob_7000_0071_l2.ice,,object/map_object/ob_7000_0071_l3.ice,,object/map_object/ob_7000_0071_com.ice,c6\ba1b58689426ac53017ba7c5767691
【推しの子】：パネル(Ob),[OSHI NO KO] - Panel (Ob),ob_7000_0072,36,object/map_object/ob_7000_0072_l1.ice,70\0dd54d7bd30d51c1b0a8f551f9d985,object/map_object/ob_7000_0072_l2.ice,,object/map_object/ob_7000_0072_l3.ice,,object/map_object/ob_7000_0072_com.ice,f9\407f38a32d3fa37620181d1496c7d2
異世界おじさん：パネル(Ob),UfAW - Panel (Ob),ob_7000_0073,37,object/map_object/ob_7000_0073_l1.ice,9a\47c364a3fa77ed151db3242223346d,object/map_object/ob_7000_0073_l2.ice,,object/map_object/ob_7000_0073_l3.ice,,object/map_object/ob_7000_0073_com.ice,b9\cfeab3846f9e52351b619a5615d61a
異世界おじさん：パネルB(Ob),UfAW - Panel B (Ob),ob_7000_0074,38,object/map_object/ob_7000_0074_l1.ice,4f\213bed82c63b4d9e91c58bc69b6c53,object/map_object/ob_7000_0074_l2.ice,,object/map_object/ob_7000_0074_l3.ice,,object/map_object/ob_7000_0074_com.ice,da\57624ff1ac6f9a01aad2c7f98116e5
異世界おじさん：パネルC(Ob),UfAW - Panel C (Ob),ob_7000_0075,39,object/map_object/ob_7000_0075_l1.ice,85\f2ffdd320e300565710ce5c3f6fa1f,object/map_object/ob_7000_0075_l2.ice,,object/map_object/ob_7000_0075_l3.ice,,object/map_object/ob_7000_0075_com.ice,1f\56af0ffc0dc9341eec624acc1b0ba8
ヤキソバ,Yakisoba,ob_7000_0076,40,object/map_object/ob_7000_0076_l1.ice,a3\36abad75e6c40881fd53b4412d4910,object/map_object/ob_7000_0076_l2.ice,,object/map_object/ob_7000_0076_l3.ice,,object/map_object/ob_7000_0076_com.ice,bf\16f872b0e052e365728f444aedd866
シャーベット,Sherbet,ob_7000_0077,41,object/map_object/ob_7000_0077_l1.ice,70\2e65f3564b690600255e95ff0acda0,object/map_object/ob_7000_0077_l2.ice,,object/map_object/ob_7000_0077_l3.ice,,object/map_object/ob_7000_0077_com.ice,a7\b2cb4ed316690b8d0215f03c1475c2
屋台,Vendor Stall,ob_7000_0078,42,object/map_object/ob_7000_0078_l1.ice,cb\a0eb35b6676ba81a959d3d5967bb96,object/map_object/ob_7000_0078_l2.ice,,object/map_object/ob_7000_0078_l3.ice,,object/map_object/ob_7000_0078_com.ice,36\fd34f27803475062a6a0558033ed98
花火,Fireworks,ob_7000_0079,43,object/map_object/ob_7000_0079_l1.ice,92\851308f2a3f6546fe47891bf38da46,object/map_object/ob_7000_0079_l2.ice,,object/map_object/ob_7000_0079_l3.ice,,object/map_object/ob_7000_0079_com.ice,fc\e1e9ddcd34d5ddb6b3290e0a12f8f4
花火B,Fireworks B,ob_7000_0080,44,object/map_object/ob_7000_0080_l1.ice,b1\eaa5bd84d8831b63c9fddc788d2ee1,object/map_object/ob_7000_0080_l2.ice,,object/map_object/ob_7000_0080_l3.ice,,object/map_object/ob_7000_0080_com.ice,e4\065779b8309dcb5566a10590941e5b
ラッピー花火,Rappy Fireworks,ob_7000_0081,45,object/map_object/ob_7000_0081_l1.ice,5d\bf9780bb384009a66ef3d2c66f6703,object/map_object/ob_7000_0081_l2.ice,,object/map_object/ob_7000_0081_l3.ice,,object/map_object/ob_7000_0081_com.ice,4e\16c63d6fad4c3b82160ed17e5bf630
リリーパ花火,Lillipan Fireworks,ob_7000_0082,46,object/map_object/ob_7000_0082_l1.ice,5b\182687b61eb58fd30a38d75db6eaa5,object/map_object/ob_7000_0082_l2.ice,,object/map_object/ob_7000_0082_l3.ice,,object/map_object/ob_7000_0082_com.ice,eb\60942e0d9a2e489dcc02d7d34733a1
ペンギン,Penguin,ob_7000_0083,47,object/map_object/ob_7000_0083_l1.ice,b7\58bc5a018fd06427277e4b2570e197,object/map_object/ob_7000_0083_l2.ice,,object/map_object/ob_7000_0083_l3.ice,,object/map_object/ob_7000_0083_com.ice,a5\cf40142b126f884b82a3d320cb8b63
プルリ,Pururi,ob_7000_0084,48,object/map_object/ob_7000_0084_l1.ice,42\928710b34b2125f22db6f25f423370,object/map_object/ob_7000_0084_l2.ice,,object/map_object/ob_7000_0084_l3.ice,,object/map_object/ob_7000_0084_com.ice,ab\cf7e8598303ac0a11460c53c875e7a
SEGAロゴ(Ob),SEGA Logo (Ob),ob_7000_0085,49,object/map_object/ob_7000_0085_l1.ice,d3\3d064ca32ac5cd21fed82577446c76,object/map_object/ob_7000_0085_l2.ice,,object/map_object/ob_7000_0085_l3.ice,,object/map_object/ob_7000_0085_com.ice,1a\c74d5224fdcf9afaa3191d5d67fff9
SEGAロゴB(Ob),SEGA Logo B (Ob),ob_7000_0086,50,object/map_object/ob_7000_0086_l1.ice,57\69afc1d620b13d85804cc3ecd03778,object/map_object/ob_7000_0086_l2.ice,,object/map_object/ob_7000_0086_l3.ice,,object/map_object/ob_7000_0086_com.ice,3f\12e14d61601c1da6ccdb93aa0141be
セガ・マークⅢ,SEGA MARKIII,ob_7000_0087,51,object/map_object/ob_7000_0087_l1.ice,31\74bca594ad8974efca439bd12adace,object/map_object/ob_7000_0087_l2.ice,,object/map_object/ob_7000_0087_l3.ice,,object/map_object/ob_7000_0087_com.ice,69\59f77fa042de6c7741ccd923c7f31f
マスターシステム,SEGA MASTER SYSTEM,ob_7000_0088,52,object/map_object/ob_7000_0088_l1.ice,5f\7f0c0a3beffa18a0ec6b0b4469786e,object/map_object/ob_7000_0088_l2.ice,,object/map_object/ob_7000_0088_l3.ice,,object/map_object/ob_7000_0088_com.ice,38\3fb39cbf17db8b20e20ab894741dd6
メガドライブ,MEGA DRIVE,ob_7000_0089,53,object/map_object/ob_7000_0089_l1.ice,dc\cc0cda06aa2e879b8c2e2ae3afb664,object/map_object/ob_7000_0089_l2.ice,,object/map_object/ob_7000_0089_l3.ice,,object/map_object/ob_7000_0089_com.ice,18\080988a9c7771f6f44fb1cad6affd4
SEGA GENESIS,SEGA GENESIS,ob_7000_0090,54,object/map_object/ob_7000_0090_l1.ice,4a\6f8b866b38ed77ebb6592666a11ad3,object/map_object/ob_7000_0090_l2.ice,,object/map_object/ob_7000_0090_l3.ice,,object/map_object/ob_7000_0090_com.ice,11\d22d3cf934c830ba55457237aa389f
セガサターン,SEGA SATURN,ob_7000_0091,55,object/map_object/ob_7000_0091_l1.ice,f3\9c29c0c53e35827d6a78524065419d,object/map_object/ob_7000_0091_l2.ice,,object/map_object/ob_7000_0091_l3.ice,,object/map_object/ob_7000_0091_com.ice,c4\a780beeef1cf8789d5d603892438c8
セガサターンNA,SEGA SATURN (NA),ob_7000_0092,56,object/map_object/ob_7000_0092_l1.ice,2f\6f9c93faf2fee1881977e96048f9ba,object/map_object/ob_7000_0092_l2.ice,,object/map_object/ob_7000_0092_l3.ice,,object/map_object/ob_7000_0092_com.ice,b5\299c0bc8431a04dbfadded37818bd8
ラージシャーベット,Large Sherbet,ob_7000_0093,57,object/map_object/ob_7000_0093_l1.ice,61\e3262e58a0787331c410839aa1a254,object/map_object/ob_7000_0093_l2.ice,,object/map_object/ob_7000_0093_l3.ice,,object/map_object/ob_7000_0093_com.ice,89\fe124341946c4eededa3ea78735c64
トロピカル・ブルー,Blue Hawaiian,ob_7000_0094,58,object/map_object/ob_7000_0094_l1.ice,d9\3dd5ba8c3cb51616ce44f73fcb1e91,object/map_object/ob_7000_0094_l2.ice,,object/map_object/ob_7000_0094_l3.ice,,object/map_object/ob_7000_0094_com.ice,13\73c32698d50ac147d0217f8dcaae01
カットスイカ,Watermelon Slices,ob_7000_0095,59,object/map_object/ob_7000_0095_l1.ice,24\ce28055c66e4719e2189804c7cac20,object/map_object/ob_7000_0095_l2.ice,,object/map_object/ob_7000_0095_l3.ice,,object/map_object/ob_7000_0095_com.ice,21\70953254a8398c2dbb30107dccff2e
プライベートプール,Private Pool,ob_7000_0096,60,object/map_object/ob_7000_0096_l1.ice,b5\2c7c1d1506059bd3b2d87fb0944736,object/map_object/ob_7000_0096_l2.ice,,object/map_object/ob_7000_0096_l3.ice,,object/map_object/ob_7000_0096_com.ice,c4\352a9576dc8a181b9b3be5c01eb8e8
メロンソーダ,Melon Soda,ob_7000_0097,61,object/map_object/ob_7000_0097_l1.ice,0f\906ca2316107484909033e546da481,object/map_object/ob_7000_0097_l2.ice,,object/map_object/ob_7000_0097_l3.ice,,object/map_object/ob_7000_0097_com.ice,36\2fa9417e92dfc230895f61d5c5ade2
ジュースサーバー,Juice Dispenser,ob_7000_0098,62,object/map_object/ob_7000_0098_l1.ice,bc\490f72edce00b855e3ccfb5a48fd66,object/map_object/ob_7000_0098_l2.ice,,object/map_object/ob_7000_0098_l3.ice,,object/map_object/ob_7000_0098_com.ice,f4\f160f132fb44e711a67305fa0a830f
バウワウ,Bow Wow,ob_7000_0099,63,object/map_object/ob_7000_0099_l1.ice,7a\70861e6d27a58c60dee113490bb694,object/map_object/ob_7000_0099_l2.ice,,object/map_object/ob_7000_0099_l3.ice,,object/map_object/ob_7000_0099_com.ice,46\1f84d95007c56fe38740fbe67bcce0
クーン,Howl,ob_7000_0100,64,object/map_object/ob_7000_0100_l1.ice,c3\3a4f919686e49c47774adb81e464f7,object/map_object/ob_7000_0100_l2.ice,,object/map_object/ob_7000_0100_l3.ice,,object/map_object/ob_7000_0100_com.ice,e2\40255492d095f1f3feb3ca0c74af6e
ノビルトリ,Stretch Bird,ob_7000_0101,65,object/map_object/ob_7000_0101_l1.ice,89\b37d38adff312e9a65e064c900603f,object/map_object/ob_7000_0101_l2.ice,,object/map_object/ob_7000_0101_l3.ice,,object/map_object/ob_7000_0101_com.ice,b7\9d8df949550eb18535021e96469b1f
マインタイマイ,Rock Turtle,ob_7000_0102,66,object/map_object/ob_7000_0102_l1.ice,41\c362f15bf96e000ec79a815e5f16c6,object/map_object/ob_7000_0102_l2.ice,,object/map_object/ob_7000_0102_l3.ice,,object/map_object/ob_7000_0102_com.ice,6e\78ffba15112b0cc213e051c2fedc4c
ラパントミニモ,Lapint Minimo,ob_7000_0104,68,object/map_object/ob_7000_0104_l1.ice,ac\281776cb18f67163dfe7eb39dedcdc,object/map_object/ob_7000_0104_l2.ice,,object/map_object/ob_7000_0104_l3.ice,,object/map_object/ob_7000_0104_com.ice,da\b82c4d966a7dbb67997577d163afc5
ツキミ・ラッピーぬいぐるみ,Moongaze Rappy Plush,ob_7000_0105,69,object/map_object/ob_7000_0105_l1.ice,56\e174d421b15072d9ce1feb040cf336,object/map_object/ob_7000_0105_l2.ice,05\20eee27152ca59d977c844f6925c11,object/map_object/ob_7000_0105_l3.ice,26\a640e846e896d4d327ed2ff665eaf4,object/map_object/ob_7000_0105_com.ice,83\623e04348fc15967026a32391663dc
ピクニックシート,Picnic Blanket,ob_7000_0106,70,object/map_object/ob_7000_0106_l1.ice,99\c168aa604ab21cb1879e707556343d,object/map_object/ob_7000_0106_l2.ice,,object/map_object/ob_7000_0106_l3.ice,,object/map_object/ob_7000_0106_com.ice,08\25e3fbfa7e8fbe1177f4307f1a4940
フルーツバスケット,Fruit Basket,ob_7000_0107,71,object/map_object/ob_7000_0107_l1.ice,53\5bda1eb74dca75d25030b596323628,object/map_object/ob_7000_0107_l2.ice,,object/map_object/ob_7000_0107_l3.ice,,object/map_object/ob_7000_0107_com.ice,e6\ceced552a738e391cc47972ce5c5ce
カ・ヤリブタ,Clay Pig,ob_7000_0108,72,object/map_object/ob_7000_0108_l1.ice,e9\1e9eb3a1da3f85e6b849fefe387e77,object/map_object/ob_7000_0108_l2.ice,,object/map_object/ob_7000_0108_l3.ice,,object/map_object/ob_7000_0108_com.ice,bc\bc619bad3ba03c35e4cb74dfa8b92a
焚火,Bonfire,ob_7000_0109,73,object/map_object/ob_7000_0109_l1.ice,64\c6aecfd7b9bc0b4d2e73a61cebbe6a,object/map_object/ob_7000_0109_l2.ice,f9\ce16b4eca434cc8697486e278c775b,object/map_object/ob_7000_0109_l3.ice,ee\a12284e4175abc9369c7d334c31abc,object/map_object/ob_7000_0109_com.ice,f3\50f831d4340f50a3a710b9962dd92f
バーベキューコンロ,Barbecue Cook Stove,ob_7000_0110,74,object/map_object/ob_7000_0110_l1.ice,a1\e0cc429c51b4af820e60ddd9bef899,object/map_object/ob_7000_0110_l2.ice,,object/map_object/ob_7000_0110_l3.ice,,object/map_object/ob_7000_0110_com.ice,a5\d25c061930ddd4ac69b417dfd6facd
ア・マクチ,Pot of Curry,ob_7000_0111,75,object/map_object/ob_7000_0111_l1.ice,a4\f116b98649dafd38b80fadbdeb47fa,object/map_object/ob_7000_0111_l2.ice,,object/map_object/ob_7000_0111_l3.ice,,object/map_object/ob_7000_0111_com.ice,c4\2351854662d330fd3de10cf309ca42
ドームテント,Dome Tent,ob_7000_0112,76,object/map_object/ob_7000_0112_l1.ice,92\bc3ccd8683756a05bf1c91d3f98060,object/map_object/ob_7000_0112_l2.ice,,object/map_object/ob_7000_0112_l3.ice,,object/map_object/ob_7000_0112_com.ice,fa\80711f275a3fd7e775976397cd59d1
キャンプランタン,Camp Lantern,ob_7000_0113,77,object/map_object/ob_7000_0113_l1.ice,52\1b4023c22f963b40f6cbcf4515a807,object/map_object/ob_7000_0113_l2.ice,,object/map_object/ob_7000_0113_l3.ice,,object/map_object/ob_7000_0113_com.ice,fa\40487c42339207c15e2d86d893c37e
バ・テリー,Battery,ob_7000_0114,78,object/map_object/ob_7000_0114_l1.ice,1c\e96a586cbe9a3b1626bbc5be6ff9a1,object/map_object/ob_7000_0114_l2.ice,,object/map_object/ob_7000_0114_l3.ice,,object/map_object/ob_7000_0114_com.ice,83\a7f9a50bc4a64f39c04ff5e9049d72
ボ・エンキョ,Telescope,ob_7000_0115,79,object/map_object/ob_7000_0115_l1.ice,25\6ee49ab53e66215158de6786402c84,object/map_object/ob_7000_0115_l2.ice,,object/map_object/ob_7000_0115_l3.ice,,object/map_object/ob_7000_0115_com.ice,ce\cd96599df1d7cc108e65a4dda7e400
物干しラック,Clothesline,ob_7000_0116,80,object/map_object/ob_7000_0116_l1.ice,c5\b515dbb562dd9c5dee0b74ebf3b9ac,object/map_object/ob_7000_0116_l2.ice,,object/map_object/ob_7000_0116_l3.ice,,object/map_object/ob_7000_0116_com.ice,14\da841c54639ef79333caeb8d6f737c
スプリガン：ポスター(Ob),SPRIGGAN - Poster (Ob),ob_7000_0117,81,object/map_object/ob_7000_0117_l1.ice,b1\b22080ef952cd7a76521a0037efdd6,object/map_object/ob_7000_0117_l2.ice,,object/map_object/ob_7000_0117_l3.ice,,object/map_object/ob_7000_0117_com.ice,6d\3a801f963db994b9932a4f5c6a5f0b
スプリガン：ポスターB(Ob),SPRIGGAN - Poster B (Ob),ob_7000_0118,82,object/map_object/ob_7000_0118_l1.ice,74\4e1444f7f756f1b6051926200084a8,object/map_object/ob_7000_0118_l2.ice,,object/map_object/ob_7000_0118_l3.ice,,object/map_object/ob_7000_0118_com.ice,cd\80d43c751003b780181cd114b71874
スプリガン：パネル(Ob),SPRIGGAN - Panel (Ob),ob_7000_0119,84,object/map_object/ob_7000_0119_l1.ice,9a\e6b503ce67b4235eea44af5b6de323,object/map_object/ob_7000_0119_l2.ice,,object/map_object/ob_7000_0119_l3.ice,,object/map_object/ob_7000_0119_com.ice,8e\25b55b5d660f79a1a1ecb2be5cac90
スプリガン：パネルC(Ob),SPRIGGAN - Panel C (Ob),ob_7000_0120,86,object/map_object/ob_7000_0120_l1.ice,dd\aaf780be4798d23b5dac1a13f498c7,object/map_object/ob_7000_0120_l2.ice,,object/map_object/ob_7000_0120_l3.ice,,object/map_object/ob_7000_0120_com.ice,4a\0f0554f695b996caf1ab33cb21df60
スプリガン：パネルB(Ob),SPRIGGAN - Panel B (Ob),ob_7000_0121,85,object/map_object/ob_7000_0121_l1.ice,d2\675811f53072a38382ee88e75cac5c,object/map_object/ob_7000_0121_l2.ice,,object/map_object/ob_7000_0121_l3.ice,,object/map_object/ob_7000_0121_com.ice,76\07aace120dcf2a28336f1711802afa
